record_id,paper_title,difficulty,figure_number,pdf_filename,geojson_filename,image_filename,source_url,license,caption
population_and_spatial_dynamics_of,Population and spatial dynamics of desert bighorn sheep in Grand Canyon during an outbreak of respiratory pneumonia,0.3,1,fevo-12-1377214.pdf,population_and_spatial_dynamics_of_1.geojson,population_and_spatial_dynamics_of_1.png,https://www.frontiersin.org/journals/ecology-and-evolution/articles/10.3389/fevo.2024.1377214/full,cc-by 4.0,"Map of study area for Grand Canyon bighorn research, showing major rivers, sub-regions of Grand Canyon, river miles (RM), the area of steep topography generally considered to be within the physiogeographic boundary of the canyon system (shaded relief), location within the southwestern United States (inset), and land jurisdiction including Grand Canyon National Park (light green shading), tribal lands (tan), including Navajo Nation, Havasupai, and Hualapai Indian Reservations (east to west), National Forest (blue), Bureau of Land Management (aqua), other National Park Service lands (red), and private and state lands in light blue or gray. Important locations and river miles (RM) noted in the paper are illustrated on the map."
hiding_in_plain_sight_federally,Hiding in plain sight: Federally protected Ringed Map Turtles (Graptemys oculifera) found in a new river system,0.1,1,Glorioso_etal_2024.pdf,hiding_in_plain_sight_federally_1.geojson,hiding_in_plain_sight_federally_1.png,https://pubs.usgs.gov/publication/70254078,public domain,"Location of the study area in Louisiana, USA. The red square depicts the location from where tissue samples for this study were acquired. Water bodies and city names mentioned in the manuscript are denoted. The circled numbers 6, 7, and 8 correspond to the site numbers of Gaillard et al. (2015)."
bird_monitoring_at_effigy_mounds,"Bird Monitoring at Effigy Mounds National Monument, Iowa Status Report 2009–2022",0.3,1,HTLN_EFMO_2022_BirdMonitoringReport.pdf,bird_monitoring_at_effigy_mounds_1.geojson,bird_monitoring_at_effigy_mounds_1.png,https://irma.nps.gov/DataStore/DownloadFile/704886,public domain,"Location of Effigy Mounds National Monument (EFMO), Iowa, within the Prairie Hardwood Transition Bird Conservation Region."
spatial_variation_in_density_of,Spatial variation in density of American black bears in northern Yellowstone National Park,0.5,1,J Wildl Manag - 2023 - Bowersock - Spatial variation in density of American black bears in northern Yellowstone National.pdf,spatial_variation_in_density_of_1.geojson,spatial_variation_in_density_of_1.png,https://pubs.usgs.gov/publication/70249268,public domain,"Study area within the northern range (gray, on inset map) of Yellowstone National Park (YNP) with the 5 _ 5_km sampling grid, Wyoming and Montana, USA, 2017�2018. We collected hair samples from black bears using hair snares (white circles) in both years and rub objects (primarily rub trees and some utility poles; black triangles) in 2018. Forested areas (depicted in green) comprised 62% of our study area compared with non_forested areas (in orange, 38% of the area). Few paved roads run through the park, including within the defined study area."
the_biodiversity_of_the_mediterranean,"The Biodiversity of the Mediterranean Sea: Estimates, Patterns, and Threats",0.1,5,journal.pone.0011842.pdf,the_biodiversity_of_the_mediterranean_5.geojson,the_biodiversity_of_the_mediterranean_5.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0011842,cc-by 4.0,"Spatial predicted patterns of species richness in the Mediterranean Sea based on the AquaMaps model [80, and File S2]. (A) All species (n = 693), (B) ray-finned fishes (n = 397), (C) elasmobranchs (n = 74), (D) invertebrates (n = 193), (E) marine mammals (n = 16), (F) sea turtles (n = 5). All maps were generated without imposing a probability threshold except for marine mammals, for which we used a probability threshold of $0.4. Colors express species occurrence from blue (little or no occurrence) to red (highest occurrence). The size of the cell is 0.560.5 degree."
an_overview_of_marine_biodiversity,An Overview of Marine Biodiversity in United States Waters,0.1,3,journal.pone.0011914.pdf,an_overview_of_marine_biodiversity_3.geojson,an_overview_of_marine_biodiversity_3.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0011914,cc-by 4.0,"Virginian and Gulf of Maine/Bay of Fundy Ecoregions, showing bathymetry and major geographic landmarks. The New England Seamounts are those extending south from Georges Bank. Only the larger protected areas are shown, and they have different goals and levels of protection."
an_overview_of_marine_biodiversity,An Overview of Marine Biodiversity in United States Waters,0.1,8,journal.pone.0011914.pdf,an_overview_of_marine_biodiversity_8.geojson,an_overview_of_marine_biodiversity_8.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0011914,cc-by 4.0,"Bathymetric map of the Hawaiian Archipelago. Figure courtesy of [Rooney J, Wessel P, Hoeke R, Weiss J, Baker J, et al (2008) Geology and geomorphology of coral reefs in the northwestern Hawaiian Islands. In: Riegl BM, Dodge RE (eds). Coral Reefs of the USA. Springer, pp. 515-567]. doi:10.1371/journal.pone.0011914.g008"
marine_biodiversity_in_the_atlantic,Marine Biodiversity in the Atlantic and Pacific Coasts of South America: Knowledge and Gaps,0.1,4,journal.pone.0014631.pdf,marine_biodiversity_in_the_atlantic_4.geojson,marine_biodiversity_in_the_atlantic_4.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0014631,cc-by 4.0,"Map showing primary production measured as chlorophyll a (Chl a) around the South American continent. A: Austral winter, B: Austral summer."
global_conservation_priorities_for_marine,Global Conservation Priorities for Marine Turtles,0.1,4,journal.pone.0024510.pdf,global_conservation_priorities_for_marine_4.geojson,global_conservation_priorities_for_marine_4.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0024510,cc-by 4.0,Conservation status assessments of marine turtle RMUs in regions recognized by the IUCN Marine Turtle Specialist Group (MTSG). (A) number of RMUs that occur within MTSG regions; (B) most prevalent conservation priority portfolio category (see Methods and Fig. 1 for descriptions) for RMUs that occur within each region. doi:10.1371/journal.pone.0024510.g004
dna_barcoding_the_native_flowering,DNA Barcoding the Native Flowering Plants and Conifers of Wales,0.3,5,journal.pone.0037945.pdf,dna_barcoding_the_native_flowering_5.geojson,dna_barcoding_the_native_flowering_5.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0037945,cc-by 4.0,"Species discrimination success (%) at different spatial scales across Wales. Species discrimination for Wales at the 10610 km level and for 3 vice-counties at the 262 km level for A) rbcL B) matK and C) combined. This uses 891,756 plant species records from the Botanical Society of the British Isles. Species discrimination for each square is determined by taking the species list for that square and conducting barcode gap analysis (using multiple alignments). doi:10.1371/journal.pone.0037945.g005"
barriers_to_gene_flow_in,Barriers to Gene Flow in the Marine Environment: Insights from Two Common Intertidal Limpet Species of the Atlantic and Mediterranean,0.1,1,journal.pone.0050330.pdf,barriers_to_gene_flow_in_1.geojson,barriers_to_gene_flow_in_1.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0050330,cc-by 4.0,Study area and sampling sites. Arrows indicate the approximate location and direction of major sea surface currents. Blue dots: locations where only Patella ulyssiponensis individuals were sampled; brown dots: locations where only Patella rustica individuals were sampled; black dots: locations were both species were sampled. BIA: Biarritz; CPR: Cabo Prior; MOL: Moledo; AGU: Aguda; SBR: Sa�o Bernardino; SJU: Sa�o Julia�o; ARI: Arrifana; CAS: Castelejo; ODA: Olhos d�A� gua; AGA: Agadir; TAR: Tarifa; EST: Estepona; VAL: Valencia; VIV: Vibo Valentia; CRT: Crotone; TNT: Taranto; SML: Santa Maria di Leuca; SAV: Savelletri; PES: Peschici; AOF: Almeria-Oran front; AC: Algerian current. doi:10.1371/journal.pone.0050330.g001
bat_predation_by_spiders,Bat Predation by Spiders,0.1,1,journal.pone.0058120.pdf,bat_predation_by_spiders_1.geojson,bat_predation_by_spiders_1.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0058120,cc-by 4.0,Geographic distribution of bat catching spiders worldwide. The map depicts the locations were spiders were observed catching bats (red dots). Large red dots indicate that several reports originated from the same geographic region. Numbers refer to the detailed report description (see File S1). doi:10.1371/journal.pone.0058120.g001
trends_in_amphibian_occupancy_in,Trends in Amphibian Occupancy in the United States,0.1,1,journal.pone.0064347.pdf,trends_in_amphibian_occupancy_in_1.geojson,trends_in_amphibian_occupancy_in_1.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0064347,cc-by 4.0,Characteristics of monitoring data. (A) Location of monitoring areas. (B) Distribution of species among IUCN categories. (C) Number of years monitored in each time series. (D) Mean annual estimates of probability of site occupancy and number of occupancy estimates (N). doi:10.1371/journal.pone.0064347.g001
four_centuries_of_change_in,Four Centuries of Change in Northeastern United States Forests,0.1,1,journal.pone.0072540.pdf,four_centuries_of_change_in_1.geojson,four_centuries_of_change_in_1.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0072540,cc-by 4.0,"The nine-state study region in the northeastern United States. Colors correspond to U.S. Forest Service designated ecoregions. The inner polygons correspond to the 1280 colonial town where pre-colonial forest data were collected. Of these, 701 contained an adequate sample of witness trees and modern forest data to permit comparative analyses. Town with insufficient data are grayed-out in the map. Inset: The location of the study area within the conterminous United States. doi:10.1371/journal.pone.0072540.g001"
the_lion_in_west_africa,The Lion in West Africa Is Critically Endangered,0.1,1,journal.pone.0083500.pdf,the_lion_in_west_africa_1.geojson,the_lion_in_west_africa_1.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0083500,cc-by 4.0,"Lion Conservation Units [18] and surveyed protected areas (PAs) in West Africa. Number symbols in the map correspond to PA identification numbers in Table 1 and Tables S3/S4, with numbers printed in bold representing PAs with METT assessments. doi:10.1371/journal.pone.0083500.g001"
a_new_species_of_river,A New Species of River Dolphin from Brazil or: How Little Do We Know Our Biodiversity,0.1,1,journal.pone.0083623.pdf,a_new_species_of_river_1.geojson,a_new_species_of_river_1.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0083623,cc-by 4.0,"Distribution map of all known species and subspecies of Inia. Black outline denotes the limit of the Amazon basin. Question marks denote uncertainty as to which species occurs in the Tocantins River downstream of the Tucuru� dam which potentially delimits the distributions of I. geoffrensis and I. araguaiaensis sp. nov. Bars on the Madeira River represent a series of rapids that delimit the distribution of I. geoffrensis and I. boliviensis. The single bar on the northern limit of the Amazon basin represents the Casiquiare canal which connects the Amazon and Orinoco basins, and is thought to delimit the I. g. humboldtiana subspecies from I. g. geoffrensis. doi:10.1371/journal.pone.0083623.g001"
fish_predation_by_semiaquatic_spiders,Fish Predation by Semi-Aquatic Spiders: A Global Pattern,0.1,1,journal.pone.0099459.pdf,fish_predation_by_semiaquatic_spiders_1.geojson,fish_predation_by_semiaquatic_spiders_1.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0099459,cc-by 4.0,"Geographic distribution of fish predation by spiders worldwide. Map depicts locations were spiders were observed predating fish (red dots). Large red dots indicate that several reports originated from same geographic region. Numbers refer to detailed report description (see File S1). GPS coordinates were unavailable for reports #18, 43�45, and 70�71; report # 89 not included. doi:10.1371/journal.pone.0099459.g001"
extreme_wildlife_declines_and_concurrent,Extreme Wildlife Declines and Concurrent Increase in Livestock Numbers in Kenya: What Are the Causes?,0.2,1,journal.pone.0163249.pdf,extreme_wildlife_declines_and_concurrent_1.geojson,extreme_wildlife_declines_and_concurrent_1.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0163249,cc-by 4.0,Map of Kenya showing the 21 rangeland counties in which the Directorate of Resource Surveys and Remote Sensing (DRSRS) conducts aerial surveys. Note that Machakos and Makueni Counties are treated as one unit during the surveys. Protected national parks and reserves are shaded green.
revealing_biases_in_insect_observations,Revealing biases in insect observations: A comparative analysis between academic and citizen science data,0.1,5,journal.pone.0305757.pdf,revealing_biases_in_insect_observations_5.geojson,revealing_biases_in_insect_observations_5.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0305757,cc-by 4.0,Representation of the log-transformed number of observations per grid cell at 0.25 degrees of resolution for (left) academic records and (right) citizen science records.
biotic_assemblages_of_gelatinous_zooplankton,Biotic assemblages of gelatinous zooplankton in the Gulf of Mexico and adjacent waters: An evolutionary biogeographic approach,0.1,3,journal.pone.0307933.pdf,biotic_assemblages_of_gelatinous_zooplankton_3.geojson,biotic_assemblages_of_gelatinous_zooplankton_3.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0307933,cc-by 4.0,Map of the study area with the occurrence records distribution (6067).
evaluating_spatial_coverage_of_the,Evaluating Spatial Coverage of the Greater Sage-Grouse Umbrella to Conserve Sagebrush-Dependent Species Biodiversity within the Wyoming Basins,0.1,1,land-13-00123-v2.pdf,evaluating_spatial_coverage_of_the_1.geojson,evaluating_spatial_coverage_of_the_1.png,https://pubs.usgs.gov/publication/70251139,public domain,The location of the Wyoming Basins ecoregional area in the western continental United States. Sagebrush habitats include all sagebrush land cover types [61] mapped as sagebrush (see [55]).
us_atlantic_and_gulf_of,U.S. Atlantic and Gulf of Mexico marine mammal stock assessments - 2019,0.3,1,noaa_47708_DS1.pdf,us_atlantic_and_gulf_of_1.geojson,us_atlantic_and_gulf_of_1.png,https://repository.library.noaa.gov/view/noaa/47708,public domain,"Distribution of sightings of known North Atlantic right whales, 2013-2017. Isobaths are the 100-m, 1000-m and 4000-m depth contours."
monitoring_nesting_waterbirds_for_the,Monitoring Nesting Waterbirds for the South Bay Salt Pond Restoration Project: 2022 Breeding Season,0.1,1,ofr20231067.pdf,monitoring_nesting_waterbirds_for_the_1.geojson,monitoring_nesting_waterbirds_for_the_1.png,https://pubs.usgs.gov/publication/ofr20231067,public domain,"Distribution and total abundance of American avocet, black-necked stilt, and Forster�s tern nests in South San Francisco Bay during 2005�2019 and 2022."
distribution_abundance_and_breeding_activities,"Distribution, Abundance, and Breeding Activities of the Least Bell's Vireo at Marine Corps Base Camp Pendleton, California—2020 Annual Report",0.3,1,ofr20241009.pdf,distribution_abundance_and_breeding_activities_1.geojson,distribution_abundance_and_breeding_activities_1.png,https://pubs.usgs.gov/publication/ofr20241009,public domain,"Least Bell's Vireo survey areas at Marine Corps Base Camp Pendleton, 2020."
relative_influence_of_environmental_factors,Relative influence of environmental factors on the timing and occurrence of multi-species coral reef fish aggregations,0.2,1,relative influence.pdf,relative_influence_of_environmental_factors_1.geojson,relative_influence_of_environmental_factors_1.png,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0209234,cc-by 4.0,"Site map of Moore Reef fish aggregation site. (A) The location of Moore Reef in the Great Barrier Reef and (B) the location of the fish aggregation site at Moore Reef. (C) Bathymetric map of reef scape at the Moore Reef fish aggregation site. The direction of flows through the passage are detailed by the white (flooding) and black (ebbing) arrows. The letters (TP) refer to the location of a commercial tourism platform and the underwater visual census path is represented by the light blue arrow passing through the fish aggregation area (yellow box). The lidar (light imaging, detection and ranging) bathymetry data of Moore Reef was courtesy of Dr Robin Beaman, James Cook University"
expansion_of_smallmouth_bass_distribution,"Expansion of smallmouth bass distribution and habitat overlap with juvenile Chinook salmon in the Willamette River, Oregon",0.4,1,River Research   Apps - 2023 - White - Expansion of smallmouth bass distribution and habitat overlap with juvenile Chinook.pdf,expansion_of_smallmouth_bass_distribution_1.geojson,expansion_of_smallmouth_bass_distribution_1.png,https://pubs.usgs.gov/publication/70251241,public domain,"Map of the Willamette River Basin in western Oregon showing the mainstem river, primary tributaries, and study reaches. [Color figure can be viewed at wileyonlinelibrary.com]"
conservation_genetics_of_the_endangered,Conservation genetics of the endangered California Freshwater Shrimp (Syncaris pacifica): watershed and stream networks define gene pool boundaries,0.1,1,s10592-024-01621-x.pdf,conservation_genetics_of_the_endangered_1.geojson,conservation_genetics_of_the_endangered_1.png,https://pubs.usgs.gov/publication/70255588,public domain,"Sampling locations of the California Freshwater Shrimp (Syncaris pacifica), in northern California. Circles represent sampling sites, and the watersheds are highlighted with colors. Samples were collected hierarchically based on watershed, followed by tributary streams within watershed and within stream sites separated with direct flow. Map sources include NHD Waterbodies and Flowlines (USGS 2019), and the ESRI Community baseman layer (ArcGIS, OSM)"
cooccurrence_of_ecologically_similar_species,Co-occurrence of ecologically similar species of Hawaiian spiders reveals critical early phase of adaptive radiation,0.1,1,s12862-018-1209-y.pdf,cooccurrence_of_ecologically_similar_species_1.geojson,cooccurrence_of_ecologically_similar_species_1.png,https://bmcecolevol.biomedcentral.com/articles/10.1186/s12862-018-1209-y,cc-by 4.0,"Distributions of the Maui representatives of the green ecomorph and other ecomorphs in the clade. The map shows the distributions of the three green ecomorph species based on previous literature and field observations. The three species have populations on different volcanoes as follows: T, macracantha (dark green), K_pahulu Valley (East Maui) and Lana_i; T. waikamoi (light green), Upper Waikamoi (East Maui) and West Maui (Pu_u Kukui); T. brevignatha (capypso), Lower Waikamoi (East Maui) and the Big Island (Mauna Kea - Laup_hoehoe; Mauna Loa - K_puka, Ka_u, Kona Hema, and Pu_u Maka_ala; and Hual_lai � Honoaula; localities not shown on the figure). Circles show a reduced representation of previous collections of species within the green ecomorph, as well as those from the maroon (T. kamakou) and small brown (T. restricta) ecomorphs. Red diamonds correspond to the sites used on the current study; for more details see Additional file 1: Table S1. The cladogram indicates the phylogenetic position of species used in the current study relative to others within the spiny leg clade (based on [11, 22]), the colours again representing the ecomorph of each species (for details see [11]). Maps modified from http://www.hear.org/starr/maps/stock/ and Stamen terrain map"
deep_vs_shallow_gps_tags,Deep vs shallow: GPS tags reveal a dichotomy in movement patterns of loggerhead turtles foraging in a coastal bay,0.1,1,s40462-024-00480-y.pdf,deep_vs_shallow_gps_tags_1.geojson,deep_vs_shallow_gps_tags_1.png,https://pubs.usgs.gov/publication/70255129,public domain,Map of St. Joseph Bay in northwest Florida showing the movements of 10 loggerhead sea turtles recorded hourly with GPS tags from September 2019 � September 2021
a_decade_of_submersible_observations,A decade of submersible observations revealed temporal trends in elasmobranchs in a remote island of the Eastern Tropical Pacific Ocean,0.3,1,s41598-024-64157-7.pdf,a_decade_of_submersible_observations_1.geojson,a_decade_of_submersible_observations_1.png,https://www.nature.com/articles/s41598-024-64157-7,cc-by 4.0,"Map of the DeepSee submersible dive sites in Isla del Coco National Park, Costa Rica. From 2009 to 2019, the DeepSee regularly conducted dives at Everest, Piedra 165 and Te Wall, but during this period it also surveyed additional sites. Dive sites were plotted using base layers from the Costa Rican Geographic Information System (GIS) Atlas open-access project (http://hdl.handle.net/2238/6749) in ArcMap 10.4 (ESRI, Redlands, California)."
patterns_of_florida_bonneted_bat,Patterns of Florida Bonneted Bat Occupancy at the Northern Extent of Its Range,0.5,2,usfws-00.pdf,patterns_of_florida_bonneted_bat_2.geojson,patterns_of_florida_bonneted_bat_2.png,https://meridian.allenpress.com/jfwm/article/14/2/294/494603/Patterns-of-Florida-Bonneted-Bat-Occupancy-at-the,public domain,"Map of Avon Park Air Force Range (APAFR) location in Florida and the land cover types and autonomous recording unit locations on APAFR, 2018�2020."
leveraging_angler_effort_to_inform,Leveraging Angler Effort to Inform Fisheries Management: Using Harvest and Harvest Rate to Estimate Abundance of White Sturgeon,0.4,1,usfws-03.pdf,leveraging_angler_effort_to_inform_1.geojson,leveraging_angler_effort_to_inform_1.png,https://meridian.allenpress.com/jfwm/article/14/2/324/496629/Leveraging-Angler-Effort-to-Inform-Fisheries,public domain,"Map of the Sacramento and San Joaquin rivers as they enter the San Francisco Bay�Delta Estuary, California. We illustrate the number of White Sturgeon Acipenser transmontanus harvested and reported by anglers from August 2015 to July 2016 by color for each harvest region; regions with no reported harvest are shown in gray. We depict areas closed to White Sturgeon fishing seasonally with white stripes and areas closed year-round with red and white stripes."
striped_bass_movement_in_a,Striped Bass Movement in a Large Southeastern River System,0.5,1,usfws-04.pdf,striped_bass_movement_in_a_1.geojson,striped_bass_movement_in_a_1.png,https://meridian.allenpress.com/jfwm/article/14/2/354/497480/Striped-Bass-Movement-in-a-Large-Southeastern,public domain,"Map of Great Pee Dee River in South Carolina displaying the location of hydroacoustic receivers used between May 18, 2013 and June 22, 2019 and location of estimated spawning activity centers and resting activity centers. Shaded circles are locations of hydroacoustic receivers. Large dashed, solid, and small dashed outlines are spawning and resting activity centers for Striped Bass Morone saxatilis nos. 26137, 18411, and 28410."
sampling_duration_and_season_recommendations,Sampling Duration and Season Recommendations for Passive Acoustic Monitoring of Bats after White-Nose Syndrome,0.4,1,usfws-05.pdf,sampling_duration_and_season_recommendations_1.geojson,sampling_duration_and_season_recommendations_1.png,https://meridian.allenpress.com/jfwm/article/14/2/365/497479/Sampling-Duration-and-Season-Recommendations-for,public domain,"Map of permanent acoustic sampling sites at Fort Indiantown Gap National Guard Training Center in Annville, Pennsylvania, where we surveyed bats from April to October 2018 to 2021."
comparisons_of_walleye_fecundity_before,"Comparisons of Walleye Fecundity Before, During, and After Rehabilitation of the Red Lakes Fishery ",0.4,1,usfws-06.pdf,comparisons_of_walleye_fecundity_before_1.geojson,comparisons_of_walleye_fecundity_before_1.png,https://meridian.allenpress.com/jfwm/article/14/2/400/494835/Comparisons-of-Walleye-Fecundity-Before-During-and,public domain,"Map indicating the locations of the Upper and Lower Red Lakes, the Tamarac River, the Blackduck River, and the Red Lake Reservation within Minnesota. We collected female Walleye Sander vitreus that had not yet spawned in or near the Blackduck River (1989) and the Tamarac River (1989, 2004, 2017) and removed ovaries to estimate fecundity."
a_small_warm_tributary_provides,A Small Warm Tributary Provides Prespawning Resources for Colorado Pikeminnow in a Cold Dam-Regulated River,0.4,1,usfws-08.pdf,a_small_warm_tributary_provides_1.geojson,a_small_warm_tributary_provides_1.png,https://meridian.allenpress.com/jfwm/article/14/1/13/490247/A-Small-Warm-Tributary-Provides-Prespawning,public domain,"Study area in Upper Colorado River Basin. Black circles indicate locations at which at least one capture or detection of a passive integrated transponder (PIT)�tagged Colorado Pikeminnow Ptychocheilus lucius with a history of encounter in Vermillion Creek has occurred. PIT tag antennas were located at the mouth of Vermillion Creek (RKM 590.8), the mouth of the Yampa River (RKM 555.0), and at the Yampa River spawning location labeled on the map; sampling for physical capture of Colorado Pikeminnow minimally occurred throughout the Green, Yampa, White, and Colorado rivers in Colorado, Wyoming, and Utah as delineated on the map. Dates of encounter range from 1 May 1992 to 29 June 2021."
density_of_axis_deer_in,Density of Axis Deer in Texas: Management Implications for Native White-tailed Deer and Associated Habitats,0.4,1,usfws-09.pdf,density_of_axis_deer_in_1.geojson,density_of_axis_deer_in_1.png,https://meridian.allenpress.com/jfwm/article/14/1/27/490357/Density-of-Axis-Deer-in-Texas-Management,public domain,"Spotlight survey routes used for distance sampling of axis deer Axis axis and white-tailed deer Odocoileus virginianus in Kimble County, Texas, 2018�2019 in the Edwards Plateau ecoregion (EPE) and reported county-level distribution of free-range axis deer in Texas."
trace_elements_in_blood_of,"Trace Elements in Blood of Sea Ducks from Dutch Harbor and Izembek Lagoon, Alaska",0.4,1,usfws-10.pdf,trace_elements_in_blood_of_1.geojson,trace_elements_in_blood_of_1.png,https://meridian.allenpress.com/jfwm/article/14/1/41/489792/Trace-Elements-in-Blood-of-Sea-Ducks-from-Dutch,public domain,Map of southwestern Alaska showing locations of 2001 study at Dutch Harbor and Izembek Lagoon.
availability_of_supplemental_corn_for,"Availability of Supplemental Corn for Sandhill Cranes, Light Geese, and Dabbling Ducks Wintering in New Mexico",0.5,1,usfws-11.pdf,availability_of_supplemental_corn_for_1.geojson,availability_of_supplemental_corn_for_1.png,https://meridian.allenpress.com/jfwm/article/14/1/51/492069/Availability-of-Supplemental-Corn-for-Sandhill,public domain,"The study area was the Middle Rio Grande Valley of central New Mexico, which overwinters large populations of migratory birds, including most of the Rocky Mountain Population of greater sandhill cranes, on federal (Bosque del Apache National Wildlife Refuge) and state (Ladd S. Gordon Waterfowl Complex) properties from 2014 to 2017."
high_similarity_in_winter_diet,High Similarity in Winter Diet between Imperiled New England Cottontail and Invasive Eastern Cottontail ,0,1,usfws-12.pdf,high_similarity_in_winter_diet_1.geojson,high_similarity_in_winter_diet_1.png,https://meridian.allenpress.com/jfwm/article/14/1/62/489794/High-Similarity-in-Winter-Diet-between-Imperiled,public domain,"Sites in southern New England and southeastern New York where we collected pellets between November and March of 2011 to 2013 for analysis of New England cottontail Sylvilagus transitionalis and eastern cottontail Sylvilagus floridanus diets. We divided sites into three regions with varying plant communities: a coastal, lowland region (southeast [SE]); an inland, higherelevation region (northwest [NW]); and a region with intermediate elevation and distance to the ocean (southwest [SW]). We found and collected only New England cottontail pellets from sites CT-2 and CT-3."
natal_contributions_of_kokanee_salmon,"Natal Contributions of Kokanee Salmon to Flaming Gorge Reservoir, Wyoming–Utah: An Evaluation Using Otolith Microchemistry",0.4,1,usfws-13.pdf,natal_contributions_of_kokanee_salmon_1.geojson,natal_contributions_of_kokanee_salmon_1.png,https://meridian.allenpress.com/jfwm/article/14/1/90/489963/Natal-Contributions-of-Kokanee-Salmon-to-Flaming,public domain,"Flaming Gorge Reservoir, Wyoming�Utah, with major tributaries and regions of the reservoir based on bathymetric, limnological, and biological characteristics. Regions are separated by dashed lines. Black squares represent city centers for reference. Black circles indicate locations where we collected water samples in 2020."
validating_a_nonlethal_method_of,Validating a Nonlethal Method of Aging Endangered Juvenile Lost River and Shortnose Suckers,0.4,1,usfws-14.pdf,validating_a_nonlethal_method_of_1.geojson,validating_a_nonlethal_method_of_1.png,https://meridian.allenpress.com/jfwm/article/14/1/121/490153/Validating-a-Nonlethal-Method-of-Aging-Endangered,public domain,"Map of Hagelstein Pond located adjacent to Upper Klamath Lake in Southern Oregon, USA. Fixed sampling locations (triangles) and placement of the antennas (circles) at the outflow channel of Hagelstein Pond are shown. Lost River Deltistes luxatus and Shortnose suckers Chasmistes brevirostris were collected from the sampling locations from 2014 through 2021 for age analysis."
environment_affects_sucker_catch_rate,"Environment Affects Sucker Catch Rate, Size Structure, Species Composition, and Precision in Boat Electrofishing Samples",0.3,1,usfws-15.pdf,environment_affects_sucker_catch_rate_1.geojson,environment_affects_sucker_catch_rate_1.png,https://meridian.allenpress.com/jfwm/article/14/1/135/492358/Environment-Affects-Sucker-Catch-Rate-Size,public domain,"Electrofishing transect locations (bold lines) for boat-mounted electrofishing sampling that we conducted on Lake Eucha, Oklahoma. Inset maps indicate 1) the location of Oklahoma (gray fill) within the contiguous United States and 2) the location of Lake Eucha (black fill) within the state of Oklahoma. We conducted electrofishing sampling on Lake Eucha, Oklahoma, from 2019 to 2020 as part of a study to provide sampling recommendations for reservoir sucker populations (Moxostoma duquesnei, M. erythrurum, Hypentelium nigricans, Catostomus commersonii, and Minytrema melanops) using boat-mounted electrofishing based on catch rate, size distribution, proportion of suckers captured, and precision of catch rates."
energy_density_of_three_prosopium,"Energy Density of Three Prosopium Fish Species Endemic to Bear Lake, Utah–Idaho",0.3,1,usfws-16.pdf,energy_density_of_three_prosopium_1.geojson,energy_density_of_three_prosopium_1.png,https://meridian.allenpress.com/jfwm/article/14/1/153/489795/Energy-Density-of-Three-Prosopium-Fish-Species,public domain,"Map of Bear Lake Utah�Idaho, located in the Intermountain West region of the United States, where samples of three Prosopium species were collected and analyzed to determine energy density values for each species during 2020�2021."
evening_bats_captured_in_a,Evening Bats Captured in a Managed Wildlife Refuge Used Trees in a Human-Dominated Landscape as Maternity Roosts,0.3,1,usfws-17.pdf,evening_bats_captured_in_a_1.geojson,evening_bats_captured_in_a_1.png,https://meridian.allenpress.com/jfwm/article/14/1/163/489933/Evening-Bats-Captured-in-a-Managed-Wildlife-Refuge,public domain,"Roost trees occupied by evening bats Nycticeius humeralis (n _ 11) during summers of 2018 and 2019 in Lake Jackson, Texas, USA. White dots represent roost locations. Blue polygon represents 0.81-km2 boundary in which all roosts were located within a 5,496-ha city. The green polygon represents the area within San Bernard National Wildlife Refuge where all transmittered evening bats were captured (named ��Dow Woods��). White star denotes capture location of all bats tracked to roosts. Inset in top-right corner shows study site location."
seasonal_and_spatial_distribution_of,Seasonal and Spatial Distribution of Walleye Sex Ratios in a Large Nebraska Reservoir ,0.4,1,usfws-18.pdf,seasonal_and_spatial_distribution_of_1.geojson,seasonal_and_spatial_distribution_of_1.png,https://meridian.allenpress.com/jfwm/article/14/1/179/492070/Seasonal-and-Spatial-Distribution-of-Walleye-Sex,public domain,"Map of Lake McConaughy, Nebraska, showing the sampling locations from spring and fall 2015 and 2016 distributed among the three reservoir zones (riverine, transition, and lacustrine) used to assess the proportion of females among the total Walleye Sander vitreus catch of overnight gill nets. The upper portion of the reservoir covered by the angled lines was not sampled during this study."
